id,pleno_id,fecha,mandat_id,intervinient,entitat,entitat_id,tipus_entitat,idioma_original,ambit,zones,districtes,categorias,subcategorias,cap_major,cap_subtopics,resum_cas,resum_val
2017-09-28-002,2017-09-28,2017-09-28,2015-2019,[***],Associació de Jubilats d'UGT i de CCOO,associacio-jubilats-ugt-ccoo,sindical,castellano,ciutat,,,persones|economia|drets_i_igualtat,persones:gent_major|economia:pressupostos|drets_i_igualtat:drets_humans,2|13|20,204|1300|2000,"UGT presenta una moción en defensa de las pensiones, demandando el mantenimiento del poder adquisitivo, el equilibrio financiero del sistema público de pensiones y la derogación de la reforma de pensiones de 2013.","UGT presenta una moció en defensa de les pensions, demanant el manteniment del poder adquisitiu, l'equilibri financer del sistema públic de pensions i la derogació de la reforma de pensions de 2013."
2017-09-28-001,2017-09-28,2017-09-28,2015-2019,Juan Julián Verger Mora,Associació de Veïns Parc Central-Iturbi,associacio-veins-parc-central-iturbi,av,castellano,barri,La Raiosa,Jesús,urbanisme|serveis_publics|participacio,urbanisme:espai_public|serveis_publics:educacio|serveis_publics:esports|participacio:participacio,6|14|15,602|1401|1526,"El representante de la asociación de vecinos critica el retraso en la construcción del nuevo colegio Santo Ángel de la Guarda y la falta de infraestructuras deportivas y urbanas en el barrio de La Raiosa, señalando la inacción del Ayuntamiento en gestiones con SEPES y la Conselleria de Educación.","El representant de l'associació de veïns critica el retard en la construcció del nou col·legi Santo Ángel de la Guarda i la falta d'infraestructures esportives i urbanes en el barri de La Raiosa, assenyalant la inacció de l'Ajuntament en gestions amb SEPES i la Conselleria d'Educació."
2017-09-20-014,2017-09-20,2017-09-20,2015-2019,Fani Boronat Chofre,Col·lectiu Lambda,col-lectiu-lambda,ong,valenciano,ciutat,,,drets_i_igualtat|serveis_publics|economia,drets_i_igualtat:diversitat|drets_i_igualtat:igualtat_de_genere|drets_i_igualtat:drets_humans|serveis_publics:educacio|economia:comerc_ocupacio,2|5|6|15|19,202|600|500|1526|1906,"Fani Boronat, en representación del Colectivo Lambda, valora positivamente las medidas implementadas por el Ayuntamiento de Valencia en materia LGTB, aunque considera que son insuficientes tras décadas de abandono institucional, e insta a continuar con políticas coordinadas para lograr la plena normalización de la diversidad sexual y de género.","Fani Boronat, en representació del Col·lectiu Lambda, valora positivament les mesures implementades per l'Ajuntament de València en matèria LGTB, però considera que són insuficients après dècades d'abandó institucional, i insta a continuar amb polítiques coordinades per a aconseguir la plena normalització de la diversitat sexual i de gènere."
2017-09-20-013,2017-09-20,2017-09-20,2015-2019,Papa Balla Ndong,SOS Racisme País Valencià,sos-racisme-pais-valencia,ong,mixt,multi_barri,Natzaret|Els Orriols|Torrefiel,Poblats Marítims|Rascanya,drets_i_igualtat|serveis_publics|mobilitat,drets_i_igualtat:diversitat|drets_i_igualtat:interculturalitat_i_antiracisme|serveis_publics:educacio|serveis_publics:serveis_socials|serveis_publics:seguretat|mobilitat:mobilitat_activa,6|9|10|13|20,900|1300|602|1010|2004,"Papa Balla Ndong, de SOS Racisme País Valencià, demanda mejora de servicios sociales y educativos en barrios como Natzaret, Orriols y Torrefiel, mayor participación de inmigrantes en asociaciones ciudadanas, solución al problema del padrón y formación en interculturalidad para funcionarios municipales.","Papa Balla Ndong, de SOS Racisme País Valencià, demanda millora de serveis socials i educatius en barris com Natzaret, Orriols i Torrefiel, major participació de migrants en associacions ciutadanes, solució al problema del padró i formació en interculturalitat per a funcionaris municipals."
2017-09-20-012,2017-09-20,2017-09-20,2015-2019,Trini Blanch Marín,Assemblea de Cooperació per la Pau,assemblea-cooperacio-pau,plataforma,valenciano,ciutat,,,participacio|economia|drets_i_igualtat,participacio:processos_participatius|participacio:transparencia|economia:pressupostos|drets_i_igualtat:drets_humans,13|19|20,2000|1906|2015|1300,"Trini Blanch Marín, de la Assemblea de Cooperació per la Pau, destaca positivamente el nuevo Consell de Cooperació de Valencia y solicita al Ayuntamiento que continúe avanzando en agilización administrativa y aumentar presupuesto de cooperación internacional al 0,7%, para convertir la ciudad en un ejemplo de solidaridad.","Trini Blanch Marín, de l'Assemblea de Cooperació per la Pau, destaca positivament el nou Consell de Cooperació de València i sol·licita a l'Ajuntament que continue avançant en agilització administrativa i augmentar el pressupost de cooperació internacional al 0,7%, per a convertir la ciutat en un exemple de solidaritat."
2017-09-20-011,2017-09-20,2017-09-20,2015-2019,Carmen Juan Jorques,"FESORD, CV (Federació de Persones Sordes de la Comunitat Valenciana)",fesord-cv,ong,valenciano,ciutat,,,drets_i_igualtat|serveis_publics|cultura,drets_i_igualtat:drets_linguistics|drets_i_igualtat:diversitat|serveis_publics:serveis_socials|cultura:patrimoni_cultural,2|14|23,207|1401|2300,"La Federación de Personas Sordas de la Comunidad Valenciana solicita que se continúe garantizando la accesibilidad mediante lengua de signos e intérpretes en todos los ámbitos de la ciudad, agradeciendo los servicios ya disponibles en el OMAD y en actos institucionales.","La Federació de Persones Sordes de la Comunitat Valenciana demana que continue garantint-se l'accessibilitat mitjanant llengua de signes i intèrprets en tots els àmbits de la ciutat, agraint els serveis ja disponibles a l'OMAD i en actes institucionals."
2017-09-20-010,2017-09-20,2017-09-20,2015-2019,Mª José Broseta Serrano,Federación de Asociaciones de Vecinos,favv,av,castellano,multi_barri,Cabanyal-Canyamelar|Els Orriols|Benicalap,Algirós|Benicalap|Benimaclet|Camins al Grau|Campanar|Ciutat Vella|El Pla del Real|Extramurs|Jesús|L'Eixample|L'Olivereta|La Saïdia|Patraix|Poblats Marítims|Poblats de l'Oest|Poblats del Nord|Poblats del Sud|Quatre Carreres|Rascanya,participacio|mobilitat|urbanisme,participacio:participacio|participacio:processos_participatius|participacio:transparencia|mobilitat:transport_public|mobilitat:mobilitat_activa|urbanisme:habitatge|urbanisme:usos_turistics,7|10|14|15|20|23,2000|2004|1001|1010|1400|1401|1526|703|709|2300,"La Federación de Asociaciones de Vecinos expone el estancamiento en participación ciudadana, presupuestos participativos, movilidad y servicios urbanos, destacando problemas en transporte, ocupación ilegal de viviendas, gestión de residuos y servicios culturales.","La Federació d'Associacions de Veïns denuncia l'aturada en participació ciutadana, pressupostos participatius, mobilitat i serveis urbans, destacant problemes en transport, ocupació il·legal d'habitatges, gestió de residus i serveis culturals."
2017-09-20-009,2017-09-20,2017-09-20,2015-2019,Luís Vaño Gisbert,Associació d'Hemofília de la Comunitat Valenciana i CERMI CV (Comité d'entitats representants de persones amb discapacitat de la Comunitat Valenciana),associacio-hemofilia-cv,ong,valenciano,ciutat,,,drets_i_igualtat|serveis_publics,drets_i_igualtat:drets_humans|drets_i_igualtat:diversitat|serveis_publics:seguretat,2|14|19,205|1401|1906,"El Sr. Vaño Gisbert, en representación del CERMI CV, reclama que la accesibilidad universal sea eje de las políticas públicas de discapacidad, considerando su ausencia como una violación de derechos humanos, e informa sobre la campaña 'Horizonte Accesibilidad' del 4 de diciembre de 2017.","El Sr. Vaño Gisbert, en representació del CERMI CV, reclama que l'accessibilitat universal siga eix de les polítiques públiques de discapacitat, considerant la seua absència com una violació de drets humans, i informa sobre la campanya 'Horitzó Accessibilitat' del 4 de desembre de 2017."
2017-09-20-008,2017-09-20,2017-09-20,2015-2019,Javier Canales,Centre de Recursos Just Ramírez / Per l'Horta,centre-recursos-just-ramirez,altres,valenciano,multi_barri,El Grau|Cabanyal-Canyamelar,Poblats Marítims,mobilitat|medi_ambient|urbanisme,mobilitat:transit|medi_ambient:zones_verdes|urbanisme:patrimoni,7|10|14,1002|709|1403,"Javier Canales, en representación de Per l'Horta, reclama la paralización del proyecto de ampliación de la V-21, que destruiría 80.000 m² de huerta y seguiría un modelo de movilidad insostenible basado en el automóvil privado. Critica que el proyecto carece de demanda ciudadana, cuenta con la oposición municipal y contradice los objetivos de sostenibilidad del Ayuntamiento.","Javier Canales, en representació de Per l'Horta, reclama l'aturament del projecte d'ampliació de la V-21, que destruiria 80.000 m² d'horta i seguiria un model de mobilitat insostenible basat en l'automòbil privat. Critica que el projecte no té demanda ciutadana, compta amb l'oposició municipal i contradiu els objectius de sostenibilitat de l'Ajuntament."
2017-09-20-007,2017-09-20,2017-09-20,2015-2019,Matilde Ramos García,Associació de Veïnes i Veïns de Castellar-l'Oliverar,associacio-veinal-castellar-oliverar,av,mixt,multi_barri,Castellar-L'Oliveral|El Palmar,Poblats del Sud,urbanisme|participacio|medi_ambient,urbanisme:espai_public|participacio:participacio|participacio:processos_participatius|medi_ambient:zones_verdes|medi_ambient:emergencies_climatiques,7|10|14|20,1401|700|2000|1010,"La Asociación de Vecinos de Castellar-l'Oliverar reclama medidas efectivas para restaurar el territorio de la Horta Sud, históricamente maltratado por infraestructuras, y demanda la implementación del Acuerdo del Palmar para mayor participación democrática.","L'Associació de Veïns de Castellar-l'Oliverar reclama mesures efectives per a restaurar el territori de l'Horta Sud, històricament malmès per infraestructures, i demanda l'aplicació de l'Acord del Palmar per a major participació democràtica."
2017-09-20-006,2017-09-20,2017-09-20,2015-2019,Pedro Antonio Delgado Osa,Associació de Veïns de Nou Moles,associacio-veins-nou-moles,av,castellano,barri,Nou Moles,L'Olivereta,serveis_publics|mobilitat|medi_ambient,serveis_publics:esports|serveis_publics:seguretat|mobilitat:transport_public|mobilitat:aparcament|medi_ambient:zones_verdes,7|10|12,1001|1002|1201|709,"La Asociación de Vecinos de Nou Moles expone las deficiencias del barrio, incluyendo obras paradas del polideportivo, reducción de autobuses, cierre del parque de bomberos, disminución de policía de barrio y falta de mantenimiento de espacios públicos.","L'Associació de Veïns de Nou Moles exposa les deficiències del barri, incloent-hi obres paralitzades del poliesportiu, reducció d'autobusos, tancament del parc de bombers, disminució de policia de barri i falta de manteniment d'espais públics."
2017-09-20-005,2017-09-20,2017-09-20,2015-2019,Charo Moreno,Associació de Veïns del Cabanyal-el Canyamelar i Plataforma Salvem el Cabanyal,associacio-veinats-cabanyal-canyamelar,av,castellano,barri,Cabanyal-Canyamelar,Poblats Marítims,serveis_publics|urbanisme|participacio,serveis_publics:seguretat|serveis_publics:serveis_socials|urbanisme:habitatge|participacio:participacio,12|13|14|20,1201|1300|1400|2000,"Charo Moreno, en representación de la Asociación de Vecinos y la Plataforma Salvem el Cabanyal, denuncia la grave problemática social del barrio Cabanyal-Canyamelar, incluyendo ruina de casas, tráfico de drogas y falta de acción coordinada del Ayuntamiento, y reclama soluciones inmediatas en seguridad y servicios sociales.","Charo Moreno, en representació de l'Associació de Veïns i la Plataforma Salvem el Cabanyal, denuncia la greu problemàtica social del barri Cabanyal-Canyamelar, incloent-hi ruïna de cases, tràfic de drogues i falta d'acció coordinada de l'Ajuntament, i reclama solucions immediates en seguretat i serveis socials."
2017-09-20-004,2017-09-20,2017-09-20,2015-2019,Adelaida Milla,Associació de Veïns Polo y Peyrolón-Poetes Units,associacio-veins-polo-peyrolon-poetes-units,av,castellano,barri,Polo y Peyrolón|Russafa,Campanar|L'Eixample,serveis_publics|urbanisme|mobilitat|economia,serveis_publics:seguretat|urbanisme:espai_public|mobilitat:transport_public|economia:pressupostos,7|10|14|20,2000|1001|709|1401,"Adelaida Milla, representante de dos asociaciones de vecinos, critica la falta de atención del alcalde hacia su barrio, la negativa a reunirse, y denuncia problemas de limpieza, mantenimiento de jardines, contaminación acústica y deficiencias en transporte público.","Adelaida Milla, representant de dos associacions de veïns, critica la manca d'atenció de l'alcalde cap al seu barri, la negativa a reunir-se, i denuncia problemes de neteja, manteniment de jardins, contaminació acústica i deficiències en transport públic."
2017-09-20-003,2017-09-20,2017-09-20,2015-2019,José Luís Gaspar Martí,Associació de Veïns de Sant Vicent de Paul i adjacents,associacio-veins-sant-vicent-paul-adjacents,av,castellano,multi_barri,Els Orriols|Ciutat Fallera,Benicalap|Rascanya,medi_ambient|serveis_publics|economia,medi_ambient:zones_verdes|serveis_publics:esports|economia:pressupostos,7|12|15,709|1200|1526,"Vecino critica la gestión municipal señalando déficits en mantenimiento de espacios públicos, incrementos de impuestos, impagos a asociaciones festeras y mal estado de instalaciones deportivas en Nou Benicalap.","Veí critica la gestió municipal assenyalant dèficits en manteniment d'espais públics, increments d'impostos, impagaments a associacions festerus i mal estat d'instal·lacions esportives a Nou Benicalap."
2017-09-20-002,2017-09-20,2017-09-20,2015-2019,Julia Martínez,Associació de Comerciants del Centre Històric de València,asociacion-comerciantes-centro-historico-valencia,empresa,castellano,barri,La Seu|La Xerea|El Carme|El Pilar|El Mercat|Sant Francesc,Ciutat Vella,economia|urbanisme|serveis_publics,economia:comerc_ocupacio|urbanisme:patrimoni|urbanisme:usos_turistics|serveis_publics:seguretat,12|14|15,1521|1526|1200|1401,"La Asociación de Comerciantes del Centro Histórico presenta seis demandas principales: fomento del respeto normativo, instalación de cámaras de seguridad, plan contra la turismofobia, protección del patrimonio comercial, planificación estratégica participativa y coordinación interdepartamental.","L'Associació de Comerciants del Centre Històric presenta sis demandes principals: foment del respecte normatiu, instal·lació de càmeres de seguretat, pla contra la turismofòbia, protecció del patrimoni comercial, planificació estratègica participativa i coordinació interdepartamental."
2017-09-20-001,2017-09-20,2017-09-20,2015-2019,Ramón Arques Grau,Associació de Veïns i Veïnes de Natzaret,asociacion-vecinos-nazaret-unido,av,valenciano,barri,Natzaret,Poblats Marítims,urbanisme|mobilitat|participacio,urbanisme:espai_public|urbanisme:habitatge|mobilitat:transport_public|participacio:participacio|participacio:processos_participatius,10|14|20,1401|1406|1001|2000,"La Asociación de Vecinos de Natzaret reclama un plan integral para eliminar las barreras físicas y sociales del barrio, incluyendo la recuperación del Parque de Desembocadura y la línea T-2, criticando que el proceso iniciado por el Ayuntamiento carece de compromisos públicos concretos.","L'Associació de Veïns de Natzaret demana un pla integral per a eliminar les barreres físiques i socials del barri, incloent la recuperació del Parc de Desembocadura i la línia T-2, criticant que el procés iniciat per l'Ajuntament manca de compromisos públics concrets."
2017-07-27-004,2017-07-27,2017-07-27,2015-2019,Evaristo Soto,Federació d'Associacions de Veïns de València,favv,av,castellano,ciutat,,,serveis_publics|persones|drets_i_igualtat,serveis_publics:salut|persones:gent_major|drets_i_igualtat:drets_humans,3|13|19,300|1303|1906,"El Sr. Soto solicita que el Ayuntamiento apoye a la Generalitat en un recurso sobre copago de medicamentos para pensionistas mayores, destacando que miles de personas mayores en la ciudad no tienen ingresos suficientes para medicinas y manutención.","El Sr. Soto sol·licita que l'Ajuntament aposte per a la Generalitat en un recurs sobre copago de medicaments per a pensionistes majors, destacant que milers de persones majors a la ciutat no tienen ingressos suficients per a medicaments i manteniment."
2017-07-27-003,2017-07-27,2017-07-27,2015-2019,José Luis Almela,Federació d'Associacions de Veïns de València,favv,av,valenciano,ciutat,,,serveis_publics|drets_i_igualtat,serveis_publics:salut|drets_i_igualtat:drets_humans,3|19,300|1906,"José Luis Almela expresa su apoyo a una moción sobre subvenciones de medicamentos farmacéuticos y ortoprotésicos, argumentando que no se puede permitir que las personas tengan que elegir entre comer o medicarse.","José Luis Almela expressa el seu suport a una moció sobre subvencions de medicaments farmacèutics i ortoprotètics, argumentant que no es pot permetre que les persones hagen d'elegir entre menjar o medicar-se."
2017-07-27-002,2017-07-27,2017-07-27,2015-2019,Elisa Alonso Pujadas,Societat Valenciana Protectora d'Animals i Plantes,svpap,ong,castellano,ciutat,,,medi_ambient|cultura|drets_i_igualtat,medi_ambient:benestar_animal|cultura:festes|drets_i_igualtat:drets_humans,4|7|19|23,404|711|1906|2300,"La Dra. Elisa Alonso Pujadas, como veterinaria representando a la Sociedad Valenciana Protectora de Animales y Plantas, presenta argumentos científicos basados en las cinco libertades del bienestar animal para oponerme a los festejos taurinos, solicitando mantener el acuerdo municipal que eliminó los bous al carrer de Valencia.","La Dra. Elisa Alonso Pujadas, com a veterinària representant la Societat Valenciana Protectora d'Animals i Plantes, presenta arguments científics basats en les cinc llicencies del benestar animal per a oposar-se als festejos taurins, sol·licitant mantindre l'acord municipal que va eliminar els bous al carrer de València."
2017-07-27-001,2017-07-27,2017-07-27,2015-2019,Carmen Moll López,Anima Naturalis (cedida la paraula per Joves amb Iniciativa del Poble Valencià-Iniciativa Jove),anima-naturalis,ong,valenciano,ciutat,El Saler,Poblats del Sud,medi_ambient|cultura|drets_i_igualtat,medi_ambient:benestar_animal|cultura:festes|drets_i_igualtat:drets_humans,4|19|23,404|2300|1906,"Carmen Moll López, en representación de Anima Naturalis, defiende el mantenimiento de la prohibición del bou embolat y el bou amb corda, argumentando que existen formas alternativas de celebrar fiestas sin crueldad animal ni riesgo para las personas, e insta al ayuntamiento a no dar marcha atrás en esta decisión progresista.","Carmen Moll López, en representació d'Anima Naturalis, defensa el manteniment de la prohibició del bou embolat i el bou amb corda, argumentant que existixen formes alternatives de celebrar festes sense crueltat animal ni risc per a les persones, i insta l'ajuntament a no donar marxa arrere en aquesta decisió progressista."
2017-05-25-003,2017-05-25,2017-05-25,2015-2019,Alicia Leonarte,Associació Catòlica de Pares La Puríssima,asociacion-catolica-pares-purisima,educacio,castellano,ciutat,,,serveis_publics|drets_i_igualtat|economia,serveis_publics:educacio|drets_i_igualtat:drets_humans|economia:pressupostos,6|14|20,600|1400|2000,"Representante de la Asociación de Padres de La Purísima expresa la preocupación de cientos de familias valencianas por la clausura de unidades concertadas, que genera inseguridad en los adolescentes y sus familias, pidiendo apoyo al alcalde para defender la libertad de enseñanza.","Representant de l'Associació de Pares de La Puríssima expressa la preocupació de centenars de famílies valencianes pel tancament d'unitats concertades, que genera inseguretat en els adolescents i les seves famílies, demanant suport a l'alcalde per a defensar la llibertat d'ensenyança."
2017-05-25-002,2017-05-25,2017-05-25,2015-2019,Matías Alonso,Associació de Veïns de Torrefiel,associacio-veins-torrefiel,av,castellano,barri,Torrefiel,Rascanya,drets_i_igualtat|cultura|participacio,drets_i_igualtat:drets_humans|drets_i_igualtat:interculturalitat_i_antiracisme|cultura:patrimoni_cultural|participacio:participacio,19|20|23,1906|2300|2000,"Representante de la Asociación de Vecinos de Torrefiel agradece los cambios de nombres de calles que repararan la memoria histórica de la zona norte de Valencia, particularmente la dedicatoria a Félix del Río y Just Ramírez, solicitando que futuras nominaciones se basen en méritos cívicos, culturales y democráticos.","Representant de l'Associació de Veïns de Torrefiel agraeix els canvis de noms de carrers que repararan la memòria històrica de la zona nord de València, particularment la dedicatòria a Félix del Río i Just Ramírez, sol·licitant que les futures nominacions es basen en mèrits cívics, culturals i democràtics."
2017-05-25-001,2017-05-25,2017-05-25,2015-2019,Salvador Moncayo Granados,Associació Acció Ecologista Agró / Plataforma Ciudadana Tanquem Cofrents,accio-ecologista-agro,plataforma,castellano,no_especificat,,,medi_ambient|participacio,medi_ambient:emergencies_climatiques|participacio:participacio,7|15,711|1526,"La Asociación Acció Ecologista-Agró, representante de la Plataforma Ciudadana Tanquem Cofrents, expresa su oposición al nuevo almacén nuclear de Cofrentes, argumentando que las energías renovables son una alternativa viable y que varios países europeos ya están abandonando la energía nuclear.","L'Associació Acció Ecologista-Agró, representant de la Plataforma Ciutadana Tanquem Cofrents, expressa la seua oposició al nou magatzem nuclear de Cofrents, argumentant que les energies renovables són una alternativa viable i que diversos països europeus ja estan abandonant l'energia nuclear."
2017-04-27-004,2017-04-27,2017-04-27,2015-2019,Fernando del Molino Écija i Iban Alcalá Boix,Associació Stop Accidents,stop-accidents,altres,castellano,ciutat,,,mobilitat|drets_i_igualtat|serveis_publics,mobilitat:transit|mobilitat:transport_public|drets_i_igualtat:drets_humans|serveis_publics:seguretat,10|20,1002|1001|2000,"Fernando del Molino y Iban Alcalá, en representación de Stop Accidents (con cesión del taxi y apoyo del comité de empresa de la EMT), defienden la prohibición de aparcar en el carril bus por motivos de seguridad y accesibilidad, especialmente para personas con movilidad reducida, y reclaman aplicar la Ley de Seguridad Vial.","Fernando del Molino i Iban Alcalá, en representació de Stop Accidents (amb cessió del taxi i suport del comité d'empresa de l'EMT), defenen la prohibició d'aparcar al carril bus per motius de seguretat i accessibilitat, especialment per a persones amb mobilitat reduïda, i reclamen aplicar la Llei de Seguretat Vial."
2017-04-27-003,2017-04-27,2017-04-27,2015-2019,David Izquierdo,Federación de Hostelería,federacio-hosteleria,empresa,castellano,barri,,Ciutat Vella,mobilitat|economia|participacio,mobilitat:aparcament|mobilitat:transit|economia:comerc_ocupacio|participacio:processos_participatius,10|15|20,1002|1500|2000,"David Izquierdo, en nombre de la Federación de Hostelería, critica al concejal Grezzi por falta de consenso en la eliminación del aparcamiento en carril bus, señalando ausencia de informes objetivos y graves impactos económicos para hostelería y ocio nocturno, solicitando paralización de la medida.","David Izquierdo, en nom de la Federació de Laboreja, critica al regidor Grezzi per manca de consens en l'eliminació de l'aparcament en carril autobús, assenyalant absència d'informes objectius i greus impactes econòmics per a hostaleria i oci nocturn, sol·licitant paralització de la mesura."
2017-04-27-002,2017-04-27,2017-04-27,2015-2019,Lluís Mira i Borderia,Associació de Veïns i Comerciants Amics del Carme,associacio-veinats-carme,av,valenciano,barri,El Carme,Ciutat Vella,mobilitat|urbanisme|drets_i_igualtat,mobilitat:transit|mobilitat:aparcament|mobilitat:mobilitat_activa|urbanisme:espai_public|drets_i_igualtat:drets_humans,10|14|19,1002|1010|1401|1906,"El representante de la Asociación de Vecinos y Comerciantes Amigos del Carme expresa su conformidad con el Plan de Movilidad Urbana Sostenible y respalda la eliminación del permiso de estacionamiento en el carril bus, demandando además otras medidas para mejorar la habitabilidad del barrio del Carme.","El representant de l'Associació de Veïns i Comerciants Amics del Carme manifesta la seua conformitat amb el Pla de Mobilitat Urbana Sostenible i respalda l'eliminació del permís d'estacionament en el carril bus, demanant a més altres mesures per a millorar l'habitabilitat del barri del Carme."
2017-04-27-001,2017-04-27,2017-04-27,2015-2019,Mª Dolores Borrero Álamo,Associació de Veïns l'Amistat,associacio-veinats-amistat,av,castellano,ciutat,L'Amistat,Algirós,mobilitat|drets_i_igualtat|serveis_publics,mobilitat:aparcament|mobilitat:transport_public|mobilitat:mobilitat_activa|drets_i_igualtat:drets_humans|serveis_publics:seguretat,10|13|19,1002|1304|1906,"Una persona ciega miembro de la Asociación de Vecinos l'Amistat apoya la medida de prohibición de aparcamiento en carril bus por mejorar significativamente la accesibilidad y seguridad de personas con discapacidad, e insta a la ciudadanía a ejercer solidaridad.","Una persona cega membre de l'Associació de Veïns l'Amistat recolza la mesura de prohibició d'aparcament en carril bus per millorar la seguretat i accessibilitat de les persones amb discapacitat, e insta la ciutadania a exercir solidaritat."
2017-03-30-003,2017-03-30,2017-03-30,2015-2019,Raúl Rubio,Asociación de Mestres Campaners,asociacion-mestres-campaners,cultural,castellano,ciutat,,,cultura|drets_i_igualtat,cultura:patrimoni_cultural|drets_i_igualtat:drets_linguistics,2|23,2300|207,La Asociación de Mestres Campaners agradece al Pleno municipal el apoyo unánime a su propuesta de protección integral del toque tradicional manual de campanas como Bien de Interés Cultural.,L'Associació de Mestres Campaners agraïx al Ple municipal el suport unànime a la seua proposta de protecció integral del toque tradicional manual de campanes com a Bé d'Interés Cultural.
2017-03-30-002,2017-03-30,2017-03-30,2015-2019,Lucila Aragó Carrión,Plataforma Valenciana de Apoyo a la Querella Argentina,plataforma-valenciana-apoyo-querella-argentina,plataforma,castellano,ciutat,,,drets_i_igualtat|cultura|participacio,drets_i_igualtat:drets_humans|cultura:patrimoni_cultural|participacio:participacio,19|20,1906|2000,"La Plataforma Valenciana de Apoyo a la Querella Argentina agradece la moción del equipo de gobierno sobre la querella argentina en Buenos Aires, que investiga los crímenes de la dictadura franquista, reclamando justicia, verdad y reparación para las víctimas.","La Plataforma Valenciana de Apoyo a la Querella Argentina agraïx la moció del equip de govern sobre la querella argentina a Buenos Aires, que investiga els crims de la dictadura franquista, reclamant justícia, veritat i reparació per a les víctimes."
2017-03-30-001,2017-03-30,2017-03-30,2015-2019,Óscar Martínez González,Coordinadora Solidària de l'Estiba del Port de València,coordinadora-estiba-port-valencia,sindical,castellano,ciutat,El Grau,Poblats Marítims,economia|drets_i_igualtat|serveis_publics,economia:comerc_ocupacio|drets_i_igualtat:drets_humans|serveis_publics:seguretat,15|19|20,1500|1906|2000,"Los estibadores del puerto de Valencia critican la extralimitación del ministro de Fomento en la reforma de la estiba, argumentando que va más allá de lo requerido por la sentencia del Tribunal de Justicia de la Unión Europea, y piden apoyo para garantizar sus empleos.","Els estibadors del port de València critiquen l'extralimitació del ministre de Foment en la reforma de l'estiba, argumentant que va més allà del requerit per la sentència del Tribunal de Justícia de la Unió Europea, i demanen suport per garantir els seus llocs de treball."
2017-02-23-002,2017-02-23,2017-02-23,2015-2019,Vicente A. Morro López,AMPA Col·legi Sagrada Família,ampa-col·legi-sagrada-familia,educacio,castellano,ciutat,Benimaclet,Benimaclet,serveis_publics|drets_i_igualtat|participacio,serveis_publics:educacio|drets_i_igualtat:drets_humans|participacio:participacio,6|19|20,600|2015|1906,"Padre y miembro de varias asociaciones de padres solicita al Ayuntamiento que apoye el mantenimiento de los conciertos educativos en bachillerato y formación profesional, invocando derechos constitucionales y la importancia de la libertad de elección en educación.","Pare i membre de diverses associacions de pares sol·licita a l'Ajuntament que recolze el manteniment dels concierts educatius en batxillerat i formació professional, invocant drets constitucionals i la importància de la llibertat d'elecció en educació."
2017-02-23-001,2017-02-23,2017-02-23,2015-2019,Julio Antonio Moltó Belenguer,Associació de Veïns i Veïnes de Natzaret,asociacion-vecinos-nazaret-unido,av,castellano,multi_barri,Natzaret|El Grau|Morvedre,La Saïdia|Poblats Marítims,urbanisme|medi_ambient|economia,urbanisme:espai_public|urbanisme:patrimoni|medi_ambient:contaminacio|medi_ambient:zones_verdes|economia:pressupostos|economia:comerc_ocupacio,7|13|14,1401|705|1403|1302,"La Asociación de Vecinos de Natzaret expresa su satisfacción por las bases de acuerdo para el Parque de Desembocadura y solicita el apoyo unánime del Pleno, además de la declaración de Natzaret como Área de Rehabilitación y Reforma Urbana para acceder a fondos europeos.","L'Associació de Veïns de Natzaret expressa la seua satisfacció per les bases d'acord per al Parc de Desembocadura i sol·licita el suport unànime del Ple, així com la declaració de Natzaret com a Àrea de Rehabilitació i Reforma Urbana per accedir a fons europeus."
2017-01-26-002,2017-01-26,2017-01-26,2015-2019,[***],Associació València Laica-Europa Laica / Federació d'Associacions de Veïns de València,valencia-laica,ong,mixt,ciutat,,,drets_i_igualtat|participacio,drets_i_igualtat:drets_humans|drets_i_igualtat:diversitat|participacio:participacio,2|20,201|207|2000,Representante de la Asociación Valencia Laica defiende la laicidad en las instituciones municipales como única forma de garantizar la libertad de conciencia y la igualdad de representación de todas las creencias e ideologías.,Representant de l'Associació València Laica defensa la laïcitat en les institucions municipals com a única manera de garantir la llibertat de consciència i la igualtat de representació de totes les creences i ideologies.
2017-01-26-001,2017-01-26,2017-01-26,2015-2019,[***],Associació Gaviota Poblado Sud Perellonet / Plataforma Veïnal en Defensa de la CV500,gaviota-poblado-sud-perellonet,av,valenciano,multi_barri,El Perellonet|El Palmar|El Saler|La Torre,Poblats del Sud,mobilitat|medi_ambient|participacio,mobilitat:transit|medi_ambient:emergencies_climatiques|participacio:participacio,7|10|20,1002|711|2000,"Representante vecinal del Perellonet denuncia las medidas de restricción de circulación en la CV-500, argumentando que afectan a 50.000 residentes y usuarios de esta vía y solicita sentido común a los políticos para que escuchen al pueblo.","Representant veïnal del Perellonet denúncia les mesures de restricció de circulació en la CV-500, argumentant que afecten 50.000 veïns i usuaris d'esta via i demana sentit comú als polítics perquè escolten el poble."
